HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References	scientific_name	ncbi_id
1488	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	binoculata	Big skate	2920	NA	NA	NA	1260	NA	365	NA	NA	50050	NA	26	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Raja binoculata	341241
1489	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	brachyura	Blonde ray	2009	NA	NA	NA	90	NA	365	NA	NA	7865	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Raja brachyura	223862
1490	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	clavata	Thornback ray	3650	3650	NA	NA	142	NA	365	NA	NA	9900	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1,454,822	Raja clavata	7781
1491	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	microocellata	Painted ray	1825	NA	NA	NA	57.5	NA	365	NA	NA	2475	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Raja microocellata	223863
1492	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	miraletus	Brown ray	847	NA	NA	NA	61	NA	365	NA	NA	NA	NA	8.2	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Raja miraletus	182853
1493	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	montagui	Homelyn ray	1667	2920	NA	NA	60	NA	365	NA	NA	NA	NA	NA		unknown	tiny	low	NA	NA	NA	NA	NA	454,822	Raja montagui	27588
1494	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	rhina	Longnose skate	3650	NA	NA	NA	82	NA	365	NA	NA	NA	NA	26	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Raja rhina	30478
1495	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	texana	Roundel skate	2117	NA	NA	NA	NA	NA	365	NA	NA	NA	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Raja texana	1419742
1496	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	undulata	Undulate ray	3278	NA	NA	NA	NA	NA	365	NA	NA	NA	NA	13	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Raja undulata	182855
1497	Animalia	Chordata	Chondrichthyes	Rhinobatiformes	Rhinobatidae	Rhinobatos	horkelii	Brazilian guitarfish	2372	NA	NA	NA	6	NA	365	NA	NA	NA	NA	28	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Rhinobatos horkelii	690868
1498	Animalia	Chordata	Chondrichthyes	Rhinobatiformes	Rhinobatidae	Rhinobatos	productus	Shovelnose guitarfish	2555	2920	NA	NA	9	NA	365	NA	NA	5362.5	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Rhinobatos productus	170824
1499	Animalia	Chordata	Chondrichthyes	Squaliformes	Centrophoridae	Centrophorus	acus	Needle dogfish	7300	NA	NA	NA	5	NA	730	NA	NA	NA	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Centrophorus acus	1155091
1500	Animalia	Chordata	Chondrichthyes	Squaliformes	Centrophoridae	Centrophorus	granulosus	Gulper shark	4453	NA	NA	NA	1	NA	730	NA	NA	NA	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Centrophorus granulosus	212737
1501	Animalia	Chordata	Chondrichthyes	Squaliformes	Centrophoridae	Centrophorus	squamosus	Leafscale gulper shark	16060	NA	NA	NA	8.1	NA	913	NA	NA	NA	NA	70	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Centrophorus squamosus	335027
1502	Animalia	Chordata	Chondrichthyes	Squaliformes	Centrophoridae	Deania	calcea	Birdbeak dogfish	9125	NA	NA	NA	13	NA	1460	NA	NA	NA	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Deania calcea	335025
1503	Animalia	Chordata	Chondrichthyes	Squaliformes	Dalatiidae	Dalatias	licha	Kitefin shark	2496	NA	NA	NA	12	NA	1095	NA	NA	NA	NA	18.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Dalatias licha	170817
1504	Animalia	Chordata	Chondrichthyes	Squaliformes	Etmopteridae	Etmopterus	baxteri	Giant lanternshark	10950	NA	NA	NA	11	NA	1095	NA	NA	NA	NA	57	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Etmopterus baxteri	862827
1505	Animalia	Chordata	Chondrichthyes	Squaliformes	Etmopteridae	Etmopterus	spinax	Velvet belly	1825	NA	NA	NA	6.8	NA	730	NA	NA	467.5	NA	7	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Etmopterus spinax	648166
1506	Animalia	Chordata	Chondrichthyes	Squaliformes	Somniosidae	Centroscymnus	crepidater	Longnose velvet dogfish	7300	NA	NA	NA	6	NA	730	NA	NA	NA	NA	57	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Centroscymnus crepidater	170814
1507	Animalia	Chordata	Chondrichthyes	Squaliformes	Somniosidae	Somniosus	microcephalus	Greenland shark	56940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	392	1153	wild	small	acceptable	NA	NA	NA	NA	NA	1153,1154	Somniosus microcephalus	191813
1508	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	acanthias	Spur dogfish	7668	3163	NA	NA	8	NA	730	NA	NA	5005	NA	75	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22,369,370,454,523,822	Squalus acanthias	7797
1509	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	blainville	Longnose spurdog	1861	NA	NA	NA	4	NA	730	NA	NA	NA	NA	15	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Squalus blainville	934694
1510	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	megalops	Shortnose spurdog	5475	NA	NA	NA	3	NA	730	NA	NA	NA	NA	75	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Squalus megalops	335062
1511	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	mitsukurii	Shortspine dogfish	5475	NA	NA	NA	3.6	NA	730	NA	NA	NA	NA	27	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Squalus mitsukurii	134996
1512	Animalia	Chordata	Chondrichthyes	Squatiniformes	Squatinidae	Squatina	argentina	Argentine angelfish	1460	NA	NA	NA	5.5	NA	1095	NA	NA	NA	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Squatina argentina	1502963
1513	Animalia	Chordata	Chondrichthyes	Squatiniformes	Squatinidae	Squatina	californica	Pacific angel shark	3650	NA	NA	NA	6	NA	365	NA	NA	NA	NA	35	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22,454,822	Squatina californica	170825
1514	Animalia	Chordata	Chondrichthyes	Squatiniformes	Squatinidae	Squatina	occulta	Hidden angel shark	3650	NA	NA	NA	6.5	NA	1460	NA	NA	NA	NA	21	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Squatina occulta	661039
1515	Animalia	Chordata	Chondrichthyes	Torpediniformes	Torpedinidae	Torpedo	californica	Pacific electric ray	3285	NA	NA	NA	17	NA	365	NA	NA	NA	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Torpedo californica	7786
1516	Animalia	Chordata	Chondrichthyes	Torpediniformes	Torpedinidae	Torpedo	marmorata	Marbled electric ray	4562	NA	NA	NA	11	NA	1095	NA	NA	1650	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454,822	Torpedo marmorata	7788
1517	Animalia	Chordata	Chondrichthyes	Torpediniformes	Torpedinidae	Torpedo	torpedo	Eyed electric ray	1460	NA	NA	NA	3.4	NA	365	NA	NA	NA	NA	10	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822	Torpedo torpedo	1213717
1518	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	brevirostrum	Shortnose sturgeon	5657	NA	13	NA	120000	NA	NA	NA	NA	9325	NA	67	454	wild	medium	acceptable	NA	NA	NA	NA	NA	440,454	Acipenser brevirostrum	7907
1519	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	dabryanus	Yangtze sturgeon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Acipenser dabryanus	62061
1520	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	fulvescens	Lake sturgeon	9490	2920	6	NA	350000	NA	NA	NA	NA	70000	NA	152	1	wild	medium	acceptable	0.013	10	NA	NA	NA	1,2,440,454,524	Acipenser fulvescens	41871
1521	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	gueldenstaedtii	Russian sturgeon	5110	4380	NA	NA	NA	NA	NA	NA	NA	63250	NA	46	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Acipenser gueldenstaedtii	7902
1522	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	oxyrinchus	Atlantic sturgeon	NA	NA	NA	NA	NA	NA	NA	NA	NA	202400	NA	60	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22,454	Acipenser oxyrinchus	36177
1523	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	ruthenus	Sterlet	2129	1460	NA	NA	NA	NA	NA	NA	NA	8800	NA	46.1	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1,454	Acipenser ruthenus	7906
1524	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	schrenckii	Amur sturgeon	4562	3285	NA	NA	NA	NA	NA	NA	NA	104500	NA	60	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Acipenser schrenckii	111304
1525	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	stellatus	Star sturgeon	3285	2190	NA	NA	NA	NA	NA	NA	NA	44000	NA	27	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Acipenser stellatus	7903
1526	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	sturio	European sturgeon	4608	3467	NA	NA	NA	NA	NA	NA	NA	220000	NA	100	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Acipenser sturio	61674
1527	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Acipenser	transmontanus	White sturgeon	8212	6022	NA	NA	NA	NA	NA	NA	NA	448800	NA	104	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22,454	Acipenser transmontanus	7904
1528	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Huso	dauricus	Kaluga	6113	6387	NA	NA	NA	NA	NA	NA	NA	550000	NA	55	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Huso dauricus	55293
1529	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Huso	huso	Beluga sturgeon	6387	4745	NA	NA	NA	NA	NA	NA	NA	1139600	NA	118	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1,454	Huso huso	61971
1530	Animalia	Chordata	Chondrostei	Acipenseriformes	Acipenseridae	Pseudoscaphirhynchus	hermanni	Little shovelnose sturgeon	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.775	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Pseudoscaphirhynchus hermanni	171265
1531	Animalia	Chordata	Chondrostei	Acipenseriformes	Polyodontidae	Polyodon	spathula	Mississippi paddlefish	3285	2190	NA	NA	NA	NA	NA	NA	NA	49885	NA	55	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Polyodon spathula	7913
1532	Animalia	Chordata	Cladistei	Polypteriformes	Polypteridae	Polypterus	senegalus	Gray bichir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1	captivity	medium	acceptable	NA	NA	NA	NA	NA	1	Polypterus senegalus	55291
1533	Animalia	Chordata	Coelacanthi	Coelacanthiformes	Latimeriidae	Latimeria	chalumnae	Coelacanth	NA	NA	NA	NA	NA	NA	NA	NA	NA	52250	NA	48	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Latimeria chalumnae	7897
1534	Animalia	Chordata	Dipnoi	Ceratodontiformes	Neoceratodontidae	Neoceratodus	forsteri	Australian lungfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	1303	captivity	medium	questionable	NA	NA	NA	NA	NA	583,1292,1303	Neoceratodus forsteri	7892
1535	Animalia	Chordata	Dipnoi	Lepidosireniformes	Lepidosirenidae	Lepidosiren	paradoxa	South American lungfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.3	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1	Lepidosiren paradoxa	7883
1536	Animalia	Chordata	Dipnoi	Lepidosireniformes	Protopteridae	Protopterus	annectens	African lungfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	520	captivity	small	acceptable	NA	NA	NA	NA	NA	520,654	Protopterus annectens	7888
1537	Animalia	Chordata	Holostei	Amiiformes	Amiidae	Amia	calva	Bowfin	1551	1460	NA	NA	NA	NA	NA	NA	NA	5362.5	NA	30	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454,520	Amia calva	7924
1538	Animalia	Chordata	Holostei	Lepisosteiformes	Lepisosteidae	Lepisosteus	oculatus	Spotted gar	NA	NA	NA	NA	NA	NA	NA	NA	NA	2442	NA	18	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Lepisosteus oculatus	7918
1539	Animalia	Chordata	Holostei	Lepisosteiformes	Lepisosteidae	Lepisosteus	osseus	Longnose gar	2190	1277	NA	NA	NA	NA	NA	NA	NA	12540	NA	36	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454	Lepisosteus osseus	34771
1540	Animalia	Chordata	Holostei	Lepisosteiformes	Lepisosteidae	Lepisosteus	platostomus	Shortnose gar	NA	NA	NA	NA	NA	NA	NA	NA	NA	1430	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454,520	Lepisosteus platostomus	572540
1542	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Echinops	telfairi	Lesser hedgehog tenrec	365	365	55	29	6	1	NA	7.67	50	180	0.0301	19	671	captivity	medium	acceptable	NA	NA	0.75	116.4	307.85	36,148,434,455,542,610,671,678,680,731,1030,1103	Echinops telfairi	9371
1543	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Geogale	aurita	Large-eared tenrec	NA	NA	63	37	3.9	2	NA	0.7	NA	6.7	NA	NA		unknown	small	low	NA	NA	0.043	6.9	303.95	36,420,434,613,678	Geogale aurita	176117
1544	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Hemicentetes	semispinosus	Streaked tenrec	35	NA	59	21	4	2	NA	11.5	NA	180	NA	2.7	671	captivity	small	questionable	NA	NA	0.38	116.4	308.15	36,420,434,436,455,542,610,671,678,680	Hemicentetes semispinosus	319813
1545	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale	dobsoni	Dobson's shrew tenrec	669	669	61	29	2.67	NA	NA	3.95	NA	37.8	0.0266	5.6	434	captivity	small	acceptable	NA	NA	0.315	44.6	304.05	36,420,434,455,610,678,731	Microgale dobsoni	1206715
1546	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale	talazaci	Talazac's shrew tenrec	639	639	61	29	2	NA	NA	3.6	NA	50	0.0298	5.8	434	captivity	small	acceptable	NA	NA	0.243	44	303.95	36,420,434,455,731	Microgale talazaci	176115
1547	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Setifer	setosus	Greater hedgehog tenrec	198	258	54	24	3	1	NA	24.7	NA	225	0.0419	14.1	671	captivity	medium	acceptable	NA	NA	0.573	427.6	305.35	36,420,434,455,610,671,678,680,731,1136	Setifer setosus	319819
1548	Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Tenrec	ecaudatus	Tenrec	182	NA	58	27	18	1.5	NA	21	225	900	0.0445	8.7	671	captivity	small	acceptable	NA	NA	0.729	650	306.15	36,420,434,436,455,542,610,671,678,680,731	Tenrec ecaudatus	94439
1549	Animalia	Chordata	Mammalia	Artiodactyla	Antilocapridae	Antilocapra	americana	Pronghorn	547	547	235	91	2	1	365	3000	8900	46100	0.0083	15.5	671	captivity	medium	acceptable	NA	NA	50.973	34779.3	311.15	36,420,434,441,455,538,542,610,671,677,680,731,817,1135,1143	Antilocapra americana	9891
1550	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Addax	nasomaculatus	Addax	1065	NA	282	198	1	1	355	5600	NA	92500	NA	28	671	captivity	large	high	NA	NA	NA	NA	NA	434,455,538,610,671,680	Addax nasomaculatus	59515
1551	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	melampus	Impala	456	395	198	167	1	1	365	5550	15900	52500	0.0043	25.6	671	captivity	large	high	NA	NA	NA	NA	NA	434,455,610,671,676,677,680,731,1135	Aepyceros melampus	9897
1552	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Alcelaphus	buselaphus	Hartebeest	730	NA	247	193	1	1	365	9050	NA	159000	NA	22.5	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	455,671	Alcelaphus buselaphus	59517
1553	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ammodorcas	clarkei	Dibatag	NA	NA	204	NA	1	NA	NA	NA	NA	30500	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	434,453,455	Ammodorcas clarkei	NA
1554	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ammotragus	lervia	Aoudad	335	NA	149	122	1.2	2	229	4500	NA	92500	0.0053	21.7	671	captivity	large	acceptable	NA	NA	NA	NA	NA	434,455,610,671,677,680,731	Ammotragus lervia	9899
1555	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Antidorcas	marsupialis	Springbok	213	400	168	121	1	1	365	4160	NA	39000	0.0137	19.8	671	captivity	large	high	NA	NA	NA	NA	312.55	434,448,455,542,671,731,1016	Antidorcas marsupialis	59523
1556	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Antilope	cervicapra	Blackbuck	466	NA	168	60	1	1.9	231	3850	NA	37500	NA	23.9	671	captivity	large	high	NA	NA	NA	NA	NA	434,455,610,671,951	Antilope cervicapra	59525
1557	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Beatragus	hunteri	Hirola	NA	NA	283	NA	1	NA	NA	8350	NA	159000	NA	NA		unknown	small	low	NA	NA	NA	NA	NA	455,610,671	Beatragus hunteri	59527
1558	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	bison	American bison	912	912	274	259	1	1	452	20000	158000	630000	NA	33.5	671	captivity	large	high	NA	NA	NA	NA	311.85	80,82,434,441,455,542,610,671,680,951,1058,1142,1143	Bison bison	9901
